Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
33785050,Eyes Like Mine,Sheena Kamal,"Kamal, Sheena",,"=""1785762567""","=""9781785762567""",0,3.42,Bonnier Zaffre,Hardcover,320,2017,2017,,2018/01/25,to-read,to-read (#445),to-read,,,,0,,,0,,,,,
36458715,The Book of Chocolate Saints,Jeet Thayil,"Thayil, Jeet",,"=""938602103X""","=""9789386021038""",0,3.76,Aleph Book Company,Hardcover,512,2017,2018,,2018/01/25,to-read,to-read (#444),to-read,,,,0,,,0,,,,,
35099035,Red Clocks,Leni Zumas,"Zumas, Leni",,"=""0316434817""","=""9780316434812""",0,3.67,"Little, Brown and Company",Hardcover,356,2018,2018,,2018/01/21,to-read,to-read (#443),to-read,,,,0,,,0,,,,,
30197201,A Quiet Kind of Thunder,Sara  Barnard,"Barnard, Sara",,"=""1509810986""","=""9781509810987""",3,3.99,Macmillan Children's Books,Paperback,307,2017,2017,2018/01/21,2018/01/17,"contemporary, could-have-been-better, romance-lovey-dovey","contemporary (#42), could-have-been-better (#17), romance-lovey-dovey (#91)",read,"<b>Earnest in its attempt to capture the mind of a girl with Selective Mutism, and a deaf boy, this book delivers on that aspect but failed with the romance.</b> Though why this is under YA when it clearly categorizes as New Adult is beyond me. <spoiler>It depicts sex and hand-jobs smh</spoiler><br/><br/>In A Quiet Kind of Thunder, readers get to discover a protagonist and her relatively new disability – which is that she can’t speak at all times. Selective Mutism is what they call it. And there is also Chronic Anxiety. <br/><br/>When Steffi meets Rhys, a deaf boy who is new to her school, she finds it interesting. Her knowledge of BSL, ie, sign language which has long been gathering dust and threatening to fade from memory, comes in handy when communicating with the new boy. Her determination to go to university despite her parents’ protest and the brewing romance between Steffi and Rhys, as well as her relationship with her best friend Tem, are all examined in a realistic and honest way.<br/><br/><b><u>My thoughts - </b></u><br/><br/>● Many instances prove that Sara Bernard wasn’t really trying to gather attention with her new line of thought for this book. And the fact that she learnt basic sign language proves her dedication to the work which made the book more appealing imo.<br/><br/>● While the book started on a strong note of Selective Mutism and its effects, it was later overridden by excessive romance.<br/><br/>● Tbh, the romance was too fast and too forced and highly uninteresting.<br/><br/>● Neither of the protagonists was appealing enough. Steffi was short-tempered and ill-mannered sometimes. I found myself thinking that even if Steffi could speak, she wouldn’t have made much friends, because she was just plain <i>boring</i><br/><br/>● That is because; all the time she opens her mouth, it is to speak about her disability and anxiety.<br/><br/>● <b>Trying hard to explain a matter rather than giving us reasons to believe her words would do no good.</b><br/><br/>● I liked the way Steffi’s Mom wasn’t supportive of her choices. Most of the books always speak of highly supportive, caring moms. Sara Bernard tried to show that Dads could be lovely too, along with the reality of unsupportive not-always-loving Mom.<br/><br/>● The pace of the romance from<i> insta-love</i> to<i> oh-my-he-is-damn-hot</i> to <i>first-kiss</i> and sex was way too fast. There was no communication, no heart-to-heart conversations, nothing. From what I could see, the only driving force in the relationship was lust.<br/><br/>● Though, I am grateful the author decided to bring up the communication matter in the end.<br/><br/>● Tem is the best friend everyone needs.<br/><br/>● And Steffi might be the worst.<br/><br/>In the end, the book might have tackled an uncommon subject without tampering its cores, but the book was just too <b><i>boring, dull and unexciting</i></b> that I couldn’t care less for the characters or plot or the supposedly-swoon worthy romance.<br/><br/><b>2.5/5 stars</b>",,,1,,,0,,,,,
36467053,Undelivered Letters,J. Alchem,"Alchem, J.",,"=""""","=""""",3,3.86,AdProm Media,Kindle Edition,70,2017,2017,2018/01/21,2018/01/08,short-story-collection,short-story-collection (#4),read,"<b>A Postman.<br/><br/><br/>Undelivered Letters.<br/><br/><br/>From 20 years ago.</b><br/><br/>Aron has retired from service for years. But while packing up for their relocation, Sarah and Aron find a bag of his from 20 years ago which contained letters Aron had accidentally forgotten to deliver. The story each of the letters unfurl is revealed with a touch of love and warmth in this novella by J. Alchem.<br/><br/>To be fair,<b> the idea was intriguing. </b> Undelivered letters from years ago, and a man on a journey to deliver them all. How can you miss the possibilities? But alas, the execution didn't match up to the plotline and its brilliance. <br/>The writing felt wrong - it would've suited short stories better. Not that this was a big story; infact, it was barely 100 pages. But it took me so long to get through with it, mostly because the prose was utterly uncompelling and unappealing to me. The narrative and Aron's voice seemed make-believe and forced. Too much sweetness, sugar-coated, to make the readers smile. I am not a big fan of books that try too hard to make you feel and are obvious about it. So, no, I wasn't impressed. <br/><br/>And the stories themselves were meagre at best, nothing imaginative there. I expected something new and creative. Maybe it was my fault for expecting too much (the reviews were such). Anyways, it doesn't matter. J. Alchem is undoubtedly talented and I am willing to read more of his works, but Undelivered Letters, despite it's promise, failed to deliver. <br/><br/><b>2.5/5 stars</b><br/><br/><i><u>Many Thanks to Priyanka for providing me with a free copy for review. ",,,1,,,0,,,,,
36599276,"I'm Sawree (Sawree, #1)",B.B. Blaque,"Blaque, B.B.",,"=""""","=""""",0,4.45,,Kindle Edition,167,2017,2017,,2018/01/18,to-read,to-read (#442),to-read,,,,0,,,0,,,,,
35737440,Yesterday I Was the Moon,Noor Unnahar,"Unnahar, Noor",,"=""1548924466""","=""9781548924461""",0,3.91,Createspace Independent Publishing Platform,Paperback,156,2017,2018,,2018/01/18,to-read,to-read (#441),to-read,,,,0,,,0,,,,,
34262106,Everything Here Is Beautiful,Mira T. Lee,"Lee, Mira T.",,"=""0735221960""","=""9780735221963""",0,3.92,Pamela Dorman Books,Hardcover,242,2018,2018,,2018/01/16,to-read,to-read (#440),to-read,,,,0,,,0,,,,,
23271637,The Nest,Kenneth Oppel,"Oppel, Kenneth",Jon Klassen,"=""""","=""""",3,3.73,Simon & Schuster,Kindle Edition,256,2015,2015,2018/01/16,2018/01/14,"could-have-been-better, magical-realism, spiralling-downward, audiobooks","could-have-been-better (#16), magical-realism (#7), spiralling-downward (#8), audiobooks (#1)",read,"My first audiobook, and this was….<b> WEIRD</b><br/><br/>First things first, <b>This book should not be categorized as middle-grade</b><br/><br/>I don’t see why this book falls under that category. Just because the protagonist is some 10 years old? Huh, How about marking The Book Thief as middle-grade then? The Nest is more of a magical realism story, and I wouldn’t recommend it for kids.<br/><br/><b>Despite what the cover and title makes you believe, The Nest is not some spooky mystery. </b><br/><br/>It is told through the pov of Steven. Steven has a sister Nicole and both of them are excited when Mom and Dad brings home a little baby brother, Theo. But Theo is not completely fine, it seems. He has to undergo surgeries for heart problems which make Steve’s parents busy, going in and out of the hospital. One day Steve is stung by a wasp from the nest in their courtyard. That night, Steven dreams of an angelic wasp who promises to replace their<i> ‘faulty’</i> brother Theo with a new perfect baby boy they’re <i>‘constructing’ </i>in their nest. Steve dismisses the dream at first, but later on the Queen Wasp’s predictions come true, making him realize it was for real. Realizing he has made faulty promises, Steve is determined to save their baby brother from the wasps. <br/><br/><br/><b>My first and foremost problem with the book is the plot itself.</b> The author might have had good intentions of showcasing a big brother fighting alone to save his little brother. But the premise and the plotline don’t do much justice. Steven and Nicole lack a child’s innocence and curiosity. The insecurities of children with busy parents are also unreasonably portrayed. The whole climax scene was lengthy and the action felt forced. There were some incidents though<spoiler> like with the knifeman’s phone call</spoiler> which were quite interesting. But the<b> overall story was boring to me.</b> For whatever reasons, <b>this book would not appeal to older audiences.</b> At the same time, the subject is kind of inappropriate for younger audiences too. <br/><br/>Like I said, in one word, <b>weird</b>. Nothing like I have read before, definitely not what I expected. What makes it a 3-star read was the narration of the audiobook by Gibson Frasier. Otherwise, it is safe to skip this book.",,,1,,,0,,,,,
36987646,Happiness,Aminatta Forna,"Forna, Aminatta",,"=""""","=""9781408893326""",0,3.87,Bloomsbury,Hardcover,320,2018,2018,,2018/01/16,to-read,to-read (#439),to-read,,,,0,,,0,,,,,
36517866,"To Be Soul, Do Soul: Adventures In Creative Consciousness",Hiro Boga,"Boga, Hiro",,"=""1775083705""","=""9781775083702""",0,4.36,Deva Publishing,Paperback,162,2017,2017,,2018/01/16,to-read,to-read (#438),to-read,,,,0,,,0,,,,,
37346931,Out With Lanterns,Alisha 'Priti' Kirpalani,"Kirpalani, Alisha 'Priti'",,"=""9385854577""","=""9789385854576""",0,4.34,Readomania,Paperback,204,2017,2018,,2018/01/16,to-read,to-read (#437),to-read,,,,0,,,0,,,,,
35510314,"The Wendy (Tales of the Wendy, #1)",Erin Michelle Sky,"Sky, Erin Michelle",Steven         Brown,"=""1946137057""","=""9781946137050""",0,4.05,Trash Dogs Media LLC,Hardcover,294,2018,2018,,2018/01/16,to-read,to-read (#436),to-read,,,,0,,,0,,,,,
37563253,Charlie Next Door,Debashish Irengbam,"Irengbam, Debashish",,"=""9789352774""","=""9789352774449""",0,4.17,HarperCollins India,Paperback and e-book,326,2017,2017,,2018/01/16,to-read,to-read (#435),to-read,,,,0,,,0,,,,,
22587180,The Memory Box,Eva Lesko Natiello,"Natiello, Eva Lesko",,"=""0692239006""","=""9780692239001""",0,3.51,Fine Line Publishing,Paperback,358,2014,2014,,2018/01/16,to-read,to-read (#434),to-read,,,,0,,,0,,,,,
35283342,Neon in Daylight,Hermione Hoby,"Hoby, Hermione",,"=""""","=""""",0,3.17,Catapult,Kindle Edition,,2018,2018,,2018/01/15,to-read,to-read (#433),to-read,,,,0,,,0,,,,,
36280364,This Is How It Begins,Joan Dempsey,"Dempsey, Joan",,"=""1631523082""","=""9781631523083""",0,4.23,She Writes Press,Paperback,399,2017,2017,,2018/01/15,to-read,to-read (#432),to-read,,,,0,,,0,,,,,
20745030,The Great Husband Muhammad SAW,Hasan bin Ahmad Hasan Hamam,"Hamam, Hasan bin Ahmad Hasan",,"=""""","=""9789671198940""",0,3.81,Humaira Publication,Paperback,144,2014,2014,,2018/01/14,to-read,to-read (#431),to-read,,,,0,,,0,,,,,
11508015,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,"Hodkin, Michelle",,"=""1442421789""","=""9781442421783""",4,4.03,Simon  Schuster Books for Young Readers,ebook,559,2011,2011,2018/01/05,2017/09/21,"young-adult, verging-on-five-stars, suspense-thriller-mystery, romance-lovey-dovey, really-liked-it, magical-realism, loved-the-protagonist, i-need-a-movie, horror-paranormal, contemporary, characters-that-hold-my-heart, books-in-series","young-adult (#127), verging-on-five-stars (#7), suspense-thriller-mystery (#33), romance-lovey-dovey (#88), really-liked-it (#76), magical-realism (#6), loved-the-protagonist (#26), i-need-a-movie (#16), horror-paranormal (#62), contemporary (#41), characters-that-hold-my-heart (#15), books-in-series (#74)",read,"<b> Abandon all hope, ye who enter here.<br/><br/>An unexpected guilty pleasure</b> - a <i>very </i> good one at that. This book was all kinds of goodies – adrenaline and raging hormones, but includes very little kiss or sex, perfect for Twilight fans. But I am NOT a Twilight fan. What intrigued me though, were the creative prose, and the compelling plotline.<br/><br/><b><u>THE THING ABOUT MARA DYER</b></u>   is that she survived a fatal accident that killed both of her best friends AND her boyfriend. The only ones she ever had. Unsurprisingly, Mara is diagnosed with Post-Traumatic Stress Disorder, remembering nothing about the incident that traumatized her, all the while seeing weird hallucinations of her dead friends. <br/><br/>Moving to Florida and joining the Croyden Academy was supposed to heal her mind. But there she meets Noah Shaw, and unknowingly make enemies with some students and a teacher. Pieces of the events that led to her friends’ death start occupying her nightmares. Seeing things in mind and seeing them actually<i> happen</i> IS unnerving. Mara has a hard time coping with the revelations of her hallucinations and what it makes her.<br/><br/><br/><B>This book, while unique on its own, seems to have borrowed bits and pieces from some other books. </B>For instance, the lead couple’s relationship reminded me of Twilight. The plotline itself felt vaguely similar to [b:Belzhar|20821376|Belzhar|Meg Wolitzer|https://images.gr-assets.com/books/1395326170s/20821376.jpg|40167214] and [b:Lucid Dream 1|10257738|Lucid Dream 1|Swati Singla|https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png|15158023]. What absolutely gripped me was the writing though. At a single glance, it seems simple, but the words are woven to make our read more intense and thrilling. The book is fast-paced; you couldn’t put it down even if you wanted to. Just the suspense makes you want to flip over to the last page and see the ending for yourself.<br/><br/><u><b>Pros</b></u><br/><br/>✴ <b>Mara Dyer</b><br/>That’s our protagonist btw. The book is narrated in first person, through Mara’s eyes. The thing is, you don’t really feel like Mara’s telling the story, YOU FEEL LIKE YOU ARE EXPERIENCING THE STORY BY YOURSELF. It was like virtual-reality came true and became real for once. The way Michelle made it happen is a mystery to me, but she somehow does make it work. Being in the character’s head is kinda thrilling and scary too, yeah.<br/><br/>✴ <b>Noah Shaw</b><br/>Noah is your typical-paranormal-YA boyfriend. I have only so much book-boyfriends but Noah made that list. It’s crazy, I know, because this guy is a sure douchebag. The bad-boy-turns-good-for-love boy. But you know what? Rhett Butler was a douchebag too. But I loved him. I have a long-list of why Noah isn’t the perfect gentleman, it goes like this – <br/><blockquote><br/>**<b><i>He is BEAUTIFUL </b></i>– You may already know why that is bad. Remember Edward Cullen?< <i>*wink*</i><br/>**<b><i>He is a too rich</b></i> – Rich boys in YA are bad, you get me? <br/>**<b><i>He is a womanizer</b></i> – Oh, but so was Rhett <i>*wink x 3*</i><br/>**<b><i>Because Mara is his</b></i> – He owns her; he declares so many times. <br/>**<b><i>He is a control freak</b></i> – He not just says, he acts his part. He acts like he owns Mara.<br/>**<b><i>He is never sorry</b></i> – He used a girl to get back at her brother. He doesn’t bat an eye when she commits suicide. Yeah, yeah I know!<br/></blockquote><br/><br/>What do I do after learning all of this? Fall for him anyway. (Don’t judge me, I haven’t had a boyfriend ever in my life. Period)<br/><br/><u><b>Cons</b></u><br/><br/>✴ <b>Jamie whats-his-last-name</b> ?<br/><br/>I don’t get the point of this character. Why was he even there? To act the part of a tragic hero? As if we haven’t had enough of it already. And all he ever did was accuse Noah of being a womanizer. And teach. Well, he was such a good teacher that Mara mastered Spanish in two weeks with his tutoring. And well, what happens? I’m not going to spoil much for you, but it’s irrelevant. He drops dead for the rest of the story.<br/><br/>✴ <b>The Ending</b><br/><br/>After everything Michelle had put us through, that one was the worst. A big cliffhanger. If I hadn’t already had a copy of the sequel I might have choked on my own tongue then and there iykwim *ahem ahem*<br/><br/><br/><b>Overall, </b>this book wasn’t what I expected from the title and the cover, there wasn’t as much substance. But the intense pace and writing makes up for it. Give it a try, if you love realistic YA paranormal with swoon-worthy romance interests.",,,1,,,0,,,,,
13547557,"The Evolution of Mara Dyer (Mara Dyer, #2)",Michelle Hodkin,"Hodkin, Michelle",,"=""1442421819""","=""9781442421813""",4,4.25,Simon  Schuster Books for Young Readers,ebook,609,2012,2012,2018/01/13,2018/01/07,"books-in-series, characters-that-hold-my-heart, could-have-been-better, drama-overloaded, i-need-a-movie, horror-paranormal, liked-it-but-i-am-not-sure, made-me-lol, made-me-cry, really-liked-it, romance-lovey-dovey, young-adult, suspense-thriller-mystery, e-n-d-i-n-g","books-in-series (#75), characters-that-hold-my-heart (#16), could-have-been-better (#14), drama-overloaded (#21), i-need-a-movie (#17), horror-paranormal (#63), liked-it-but-i-am-not-sure (#33), made-me-lol (#18), made-me-cry (#33), really-liked-it (#77), romance-lovey-dovey (#89), young-adult (#128), suspense-thriller-mystery (#34), e-n-d-i-n-g (#1)",read,"<b>SORRY FOR THE INCOMPREHENSIBLE MESS THAT IS THIS REVIEW.</B> Now read on.<br/><br/><b><i><blockquote>I wonder if it’s possible to know someone through the words they loved.</b></i></blockquote><br/><br/>This book is on the spotlight for all the right reasons. Takes off slow, builds up a steady pace. By the end, it’s un-put-down-able (grammar what?) and takes you on a full-fledged roller coaster of a ride. Spare me some grammar and reviewing tips while I go –<br/> aswdfklj cbdhvcerqub nqwoi kjbfsdak!!!!!<br/><br/><img src=""https://media.giphy.com/media/jBbBh1FBpFUfm/giphy.gif""><br/><br/>What did Hodkins mean to do with that ending???? Gawd, it was so palpable, it was luminescing off the pages. I don’t want to wait a moment to launch on to the next book. You know that’s the best part of reading a series late, right? Ahh the feelssss…. Lord don’t let my English teacher see this.. ever.<br/><br/><b><i><blockquote>""I wasn’t sure how I would manage staying sane while I was constantly being told that I was crazy.""</b></i></blockquote><br/><br/>So, uh, I’ll try to be back on track once more, let’s make this work together.<br/><br/><br/><b>Mara Dyer</b> is back – to Horizons – a facility for the mentally unstable. Jude, her ex-boyfriend, whom she had <i>killed</i> was alive, or at least Mara thinks so. The only person who believes her is Noah Shaw, her gorgeous boyfriend. They understand each other in a way no one understands them because they share this special kind of <i>ability.</i> It is what labeled Mara as ‘mad’ in front of her parents but it might also be what saves her in the end. <br/><br/><b><u>The rights and the wrongs </b></u>-<br/><blockquote><br/><br/>- Mara Dyer is so so realistic and believable and perceivable and what not. I would have hated her if she didn’t feel too much like me. Like I WAS HER.<br/><br/>- The Dyer family? Daniel? Too good to be true. Nah. I would crave for a brother like that in vain. NO ONE has a brother like that.<br/><br/>- Noah Shaw? PERFECT. Actually, beyond perfect. He’s IMPOSSIBLE. Unreal.<br/><br/>-Seriously, I can’t fathom up a reason why he is with Mara. There is no reason for him to be. I just don’t get their relationship. She never said or did a thing to please him, never-ever. <br/><br/>- ALWAYS Noah is the listener while Mara narrates. She didn’t give a damn what goes on in his mind. And he never cares enough to elaborate. Uh. That relationship would never work out in real-life.<br/><br/>-But Hodkins writes so well, so I guess that counts for something. The romance isn’t that great though. The couple are. <br/><br/>- Or rather, the people forming the couple.<br/><br/>- Or maybe it’s just the writing. <br/><br/>- She makes you feel insane sometimes, because Mara feels insane too. Hodkin’s brilliant that way.<br/><br/>- She makes you think there is nothing much to happen here.<br/><br/>- And then she stops your heart with THAT ENDING. Abrupt as it was.<br/><br/>- No-ah , I can’t get over that.<br/><br/></blockquote><br/><br/><br/>Please. I’m starting the next book already.",,,1,,,0,,,,,
30956356,Ash and Quill (The Great Library #3),Rachel Caine,"Caine, Rachel",,"=""0451472411""","=""9780451472410""",0,4.11,Berkley,Hardcover,338,2017,2017,,2018/01/08,to-read,to-read (#430),to-read,,,,0,,,0,,,,,
26030682,Girl in the Blue Coat,Monica Hesse,"Hesse, Monica",,"=""0316260606""","=""9780316260602""",0,4.03,"Little, Brown Books for Young Readers",Hardcover,309,2016,2016,,2018/01/07,to-read,to-read (#429),to-read,,,,0,,,0,,,,,
23251559,Eternal Promise (Between Worlds #3),Talia Jager,"Jager, Talia",,"=""""","=""9780983616481""",4,4.31,Smashwords,ebook,,2014,2014,2017/12/31,2017/12/10,"books-in-series, contemporary, fantasy, hopefully-more-to-come, i-need-a-movie, romance-lovey-dovey, young-adult","books-in-series (#73), contemporary (#39), fantasy (#30), hopefully-more-to-come (#6), i-need-a-movie (#15), romance-lovey-dovey (#87), young-adult (#125)",read,"<b>3.5/5 faery colored stars.</b><br/><br/>This book wandered way above my expectations. From the first two books, I had expected it to be a quick book with no much development going on, but I was totally wrong. The story took on an exciting turn and the ending makes me want to pick up the sequel right now.<br/><br/><b><u>PLOT</u></b><br/><br/>We are once again back into the faery realm with Rylie, an Aurorian faery, or speaking in clichés – The Chosen One. Rylie learns more about her world, what it means to be an Aurorian fae, how important she is to their world, and more about the creatures that reside only here. With Kallan by her side, she goes on her quest to defeat the evil Satine and unite the light and dark faery world.<br/><br/><br/>To say the <b>world-building</b> was good would be an understatement. About seventy-five percent of the total world-building and <b>character development </b>in the whole series takes place in this book which is what made it exciting. The romance was not much drawn-out and was perfectly handled. My only misgivings are the kisses. The lead couple kisses so damn many times! It’s embarrassing, gross even. I’m sure Rylie’s lips might look like this for real –<br/><img src=""http://cdn1.alloy.com/wp-content/uploads/2015/09/Kris-Jenner-lip.gif""><br/><br/>The climax was a bit abrupt though. After all it took to get there, it was disappointing. I got the vibe that the authors aren’t much into writing good action scenes or violence in general. It kind of felt childish to me. In fact the whole story, when you think clearly about it, is pointless and childish, full of loopholes. Otherwise, I thoroughly enjoyed the book. The scenic descriptions were amazing and so were the beautiful fae world. Just the freaking turn the whole story took was impressive, since I never really expected much. <br/><br/><b>In short,</b> if you’ve come as far as the second book in this series, please do pick this up soon. It is way much better than the other two. I can’t wait to see what happens next. Sayonara!",,,1,,,0,,,,,
22524101,My So-Called Bollywood Life,Nisha Sharma,"Sharma, Nisha",,"=""0553523252""","=""9780553523256""",0,3.58,Crown BFYR,Hardcover,296,2018,2018,,2018/01/05,to-read,to-read (#428),to-read,,,,0,,,0,,,,,
33253215,The Heart's Invisible Furies,John Boyne,"Boyne, John",,"=""""","=""""",0,4.48,Hogarth Press,Hardcover,582,2017,2017,,2018/01/05,to-read,to-read (#427),to-read,,,,0,,,0,,,,,
31202835,How to Be a Bawse: A Guide to Conquering Life,Lilly Singh,"Singh, Lilly",,"=""0425286460""","=""9780425286463""",0,3.99,Ballantine Books,Hardcover,315,2017,2017,,2018/01/05,to-read,to-read (#426),to-read,,,,0,,,0,,,,,
32075671,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"Thomas, Angie",,"=""0062498533""","=""9780062498533""",3,4.51,Balzer + Bray,Hardcover,444,2017,2017,2018/01/04,2017/06/05,"contemporary, could-have-been-better, liked-it-but-i-am-not-sure, mature-stuff, over-hyped, really-liked-it, young-adult","contemporary (#40), could-have-been-better (#13), liked-it-but-i-am-not-sure (#32), mature-stuff (#21), over-hyped (#12), really-liked-it (#75), young-adult (#126)",read,"<b>My first book of the year has left me disappointed </b><br/><br/>People, drop off on your asses and pick up this book. Run through it already (you wouldnt need help) and tell me what you think about it. Because honestly, every 5-star I see makes me think how and where I read this book wrong. Not that it was bad. If anything, you would emerge out wondering about a whole new dimension of life. <b>BUT. </b>There are some issues this book couldn't get right. Hopefully I can shed some light on them with this review.  <br/><br/><b><u>THE PLOT</U> (spoiler free)</b><br/><br/>  Starr lives with her family in Garden Heights, a neighborhood of Black people. But she and her brothers go to Williamson, a school predominantly attended by White people. Blending in meant putting on a mask of Williamson-Starr whenever she was at school.<br/><br/>  One night, a commotion at a party results in Starr hurrying off with Khalil, a childhood friend of hers, whom she was no longer in touch with. That night, Khalil gets shot by a White Policeman. Reports of Khalil being a gang-member and drug-dealer dominate the news rather than the fact that he was mercilessly killed for no reason. Realizing that she is the only person who can raise her voice, Starr struggles to take out her weapon and use it against the cop, in the fight for justice for Khalil.<br/><br/>  I wasn't familiar with the plotline in anyway but the story unfolded in a rather predictive manner. The starting was difficult to get into, but slowly, once we get a grip of the culture, the diversity is refreshing. Still, there were some issues of racism that bothered me throughout the book –<br/><br/>● <b><u>Black Jesus vs. “Jesus”</u></b><br/><blockquote><br/>  I know I have read of Black Jesus a few times before, but only in the context of this book did the significance hit me bad.<b> Jesus is supposed to be the son of God, and for God's sake, they couldn't avoid categorizing him as Black?</b> Seriously? What difference does it make if Jesus was Black or White or Yellow? Would they abandon their faith if Jesus was white for real? What does that show of themselves and their belief? That they believe in God because he belongs to their race? How faithful!  <br/><br/> What pissed me off even more is the fact that others never really did consider Jesus as ‘white’. One would argue that, it's because White is the default. But what I can't understand is why they have to color their faith in black and whites just because it's in their skin?<b> Just like beauty lies in the heart, belief comes from heart too.</b> No matter the skin color of Jesus, Christians are supposed to believe in him. They're not free to put him out as Black just for the heck of ‘equality’ or whatever.<br/></blockquote><br/><br/>● <b><u>Damn, The. H . Y . P . O . C . R. I . S . Y.</b></u><br/><blockquote><br/>  This book is so much about racism, but I still don't get Angie Thomas's idea of it. The Black people think they're ridiculed for their skin color, but they give no thoughts on calling out the white people and ridiculing them for <i>their</i> skin color. And when, Chris, a white boy comes out in support of them and joins the riots, they actually ask him if he is black! What, because he's got a good heart and wanted to stand up for justice?<br/><br/> I could see several such instances where Black people easily accused people of racism, but went on saying shit about the White people because they're <i>WHITE</i>.AND THAT ISN'T BEING A RACIST?!<b> If people want others to treat themselves in a particular way, they should know better than to treat the same others in a way that is any different.</b> While rich White kids are spoilt brats, rich Black kids WORKED HARD TO GET THERE. Cool? NOT COOL.<br/></blockquote><br/><br/>● <b><u>The Relationships</b></u><br/><blockquote><br/> To say the good things, the portrayal of a family life was highly relatable, heartwarming and realistic. I love Starr’s family - the realistic sibling relationships, the jealousy, the love, the unity, the little fights and reunions were all showcased VERY WELL.<br/><br/> What I didn't like though, was Starr's relationships outside of family. Especially, the ones at school. I saw no reason one would want to be friends with her. She didn't seem to give a damn about her friends or White boyfriend Chris while they, in fact, treated her better than she deserved. In short, Starr was a bad friend, unlikeable in general. Chris somehow managed to shine in the spotlight, though, and so did Seven, Starr's brother. When I think about it, everyone else in her family was likeable except for Starr. That simple point lessened my sympathy and feelings for this book.<br/> </blockquote><br/><br/>● <b><u>The Themes</b></u><br/><blockquote><br/>  No matter how disappointed I am, I do think that this book is an important piece of literature. Black community is so under-represented in YA literature. I loved that Angie Thomas decided to bring it out with this book. Justice for Black people or minority communities anywhere in the world is a big issue. You don’t get to see YA books that deals with this sort of subjects on a major league. And displaying it so realistically, <spoiler>not going with the usual happily-ever-after</spoiler> was a bold and much-needed move from the author. <br/><br/> For me, <b>that ending said much much more than the whole book ever did.</b><br/></blockquote><br/><br/><br/><b>I would say, despite my 3-star rating, that this book is something everyone must read. <b>THE MESSAGE IT CONVEYS IS TOO POWERFUL TO BE MISSED (Even if it does nothing much to improve our view of Black people).",,,1,,,0,,,,,
36395914,Forgotten Reflections: A War Story,Young-Im Lee,"Lee, Young-Im",,"=""""","=""""",0,3.96,,Paperback,534,2017,2017,,2018/01/04,to-read,to-read (#425),to-read,,,,0,,,0,,,,,
13132816,Emmy & Oliver,Robin Benway,"Benway, Robin",,"=""""","=""""",0,3.90,HarperTeen,Kindle Edition,352,2015,2015,,2018/01/03,to-read,to-read (#424),to-read,,,,0,,,0,,,,,
33503607,Meet Cute: Some People Are Destined to Meet,Jennifer L. Armentrout,"Armentrout, Jennifer L.","Dhonielle Clayton, Katie Cotugno, Jocelyn Davies, Nina LaCour, Emery Lord, Katharine McGee, Kass Morgan, Meredith Russo, Sara Shepard, Nicola Yoon, Ibi Zoboi, Julie   Murphy","=""1328759873""","=""9781328759870""",0,3.60,HMH Books for Young Readers,Hardcover,314,2018,2018,,2018/01/01,to-read,to-read (#423),to-read,,,,0,,,0,,,,,
27429681,A House for Happy Mothers,Amulya Malladi,"Malladi, Amulya",,"=""1503933318""","=""9781503933316""",0,3.72,Lake Union Publishing,Paperback,314,2016,2016,,2017/12/30,to-read,to-read (#420),to-read,,,,0,,,0,,,,,
